id_dataset,id_commento,Content,ReactionsCount
6,1041,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464698337_8835154426536678_5282878493111911701_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=qTIxbPd2pz4Q7kNvgEStiwh&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBdCdFT5mdqu38M7dpseYT0HWCsfrgQGisdK4n2AqCWLw&oe=67A00B9A,0
6,1042,7561kms. northeast 70°la and 68°lo you will find statue of Krishna and radha.!,0
6,1043,it luk like Kingkong is laying egg,0
6,1044,Jaysinh Deshmukh Kartavaya Anand,1
6,1045,Nauman Abbasi Reiza Ahmad Adib Sharief,0
6,1046,रति शिवा,0
6,1047,Crystal Yi Xu,0
6,1048,Wipawan Gee,0
7,1049,I think that learning why Jim Caviezel’s episode was taken down is more interesting.  … But hey freezing cold weather is like the ultimate gated community so there’s probably a lot of big things in Antarctica 🇦🇶 … maybe that’s where Jim’s epsisode is too.  :),5
7,1050,"Absolutely,",0
7,1051,Anything is possible.,0
7,1052,"Really interesting and hard to say no.   Definitely needs further investigation  to confirm.  If the question is in the open, it is our responsibility to pursue the answer.",0
7,1053,Yep,0
7,1054,Those are mountains,0
7,1055,There are 13 sets of pyramids on earth.  Most people only know of the ones in Egypt.,0
7,1056,I would love if this were true!,1
7,1057,The interview with Billy Carson is fascinating,3
7,1058,It doesn't matter what we think only what is true,0
7,1059,I believe it's worth exploring!,1
7,1060,No,0
7,1061,"Actually, in Mexico",0
7,1062,"Antarctica is by & large very Barren & Flat, if 2Km Square Pyramids exist you would instantly see them. So far ""Zippo"".🤔",0
7,1063,🤣🤙,0
7,1064,I think Billy has a big imagination,1
7,1065,"Yes.  Operation Highjump and Operation Argus indicate the US government’s keen, and highly classified interest in Antarctica that indicate more than just studying weather.",1
7,1066,Of course it's true. Why do you think civilians can't go there? You can't even fly over certain parts it's illegal it's 2024 wake up already!,0
7,1067,We’ve explored the entire world at this point we would know the answer to that unequivocally.,0
7,1068,I don’t believe in folklore or fairytales.,0
7,1069,"This would be awesome but I've seen what happens when someone messes about in the Antarctic pyramids.....

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/6211389401034884449?url=https%3A%2F%2Fmedia0.giphy.com%2Fmedia%2FSKKvwd519E28o%2Fgiphy.gif%3Fcid%3D999aceacf1ctduj34w5rhasi2h5ef7nsvsytujeb59fx1njl%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s400x419_tt6&ccb=13-1&oh=06_Q399fSJJD3iWhRm4spgJYzEiKDJLo5ndCxiNwM_qASsX5aY&oe=679C2DF8&_nc_sid=c97757",0
7,1070,🤷‍♂️,1
7,1071,That where the Predators wanted them,0
7,1072,Why not Antarctica wasn’t always all ice,3
7,1073,,1
7,1074,no,0
7,1075,"No primates in Antarctica. 
Our primate ancestors were still in trees. 🌴",0
7,1076,Gotta clear the snow off and check them out lol makes sense why no normal citizen of any country isn’t allowed to go there you need to get some people stationed there to get on your show,1
7,1077,"There’s a military base underneath the ice folks I think it’s pretty well known by now. The US took possession of it after Hitler was taken out. These are the secrets that the US learned from the handful of scientist that did not get into the Nuremberg trials to be executed. They traded their secrets for their freedom and in that freedom they created NASA and now look at us, communism is on the doorstep",0
7,1078,"There used to be a lot more about this on YouTube, but back in 2018-2019, the internet started being scrubbed of a lot of “controversial topics”…",2
7,1079,I think that the people that believe this stuff truly believe it (as do the people that think the earth is flat),0
7,1080,https://timesofindia.indiatimes.com/travel/travel-news/reality-behind-natural-pyramid-like-mountain-discovered-in-antarctica/amp_articleshow/102426547.cms,0
7,1081,No.  Just people making stuff up.,2
7,1082,Unfollowed lmao. Pseudoarchaeology,0
7,1083,Nopeb,0
7,1084,That is NOT a pyramid. It is a mountain range.,3
7,1085,Well being as we can’t trust the science or fake news…. We may never know…..😎,1
8,1086,http://s8int.com/WordPress/2012/09/15/hoax-man-made-pyramids-recently-discovered-in-antartica-why-are-they-using-photo-from-2006-annual-report-for-mountain-guides/,23
8,1087,Transformers :),16
8,1088,Sorry to say most of you are going to have to think outside of your tiny prison like box that your religious parents put you in,9
8,1089,That happened long ago....Alien vs Predator lol movie,15
8,1090,Learn to spell you potato... (Abhishek),7
8,1091,Been saying for years that I reckon something's buried under Antarctica that would make us rethink our history. Be nice if they are artificial constructs and not natural formations. Guess we'll all have to wait and see.,6
8,1092,Beware....!Transformers have hidden there machines.....!!!,9
8,1093,Google it people. Have some common sense and make up your own minds. Complete hoax. The structures are glacial horns. Google it,4
8,1094,I see a battle between alien and predator going on here.,4
8,1095,Pissable? Is that a word?,3
8,1096,Predator Vs Aliens ! lol,3
8,1097,"Aliens,please stop trolling us...lol",4
8,1098,Martin Dell,1
8,1099,Adem Kamchah,2
8,1100,Winter is coming,3
8,1101,"Check out what Edgar Cayce says about that landmass, and others. Keep an open mind to the fact that we are not at all the pinnacle of human civilization.",3
8,1102,Bullshittttttt Emma Danielle,1
8,1103,Its fake. Thia vide was published in sept 2012 and till now there is nothing. http://youtu.be/stKJJ6xWYFY,2
8,1104,Rise of Snow man,2
8,1105,"run run run the aliens are coming!!!!!!""""""lolllzzz",2
8,1106,Hello erosion.,1
8,1107,"★★★★★★★★★★★★★★  
Must Read ? ?  
(•_•)
<) )? 
./ \.
if you want to make yourself a 
“MYSTERIOUS PERSON”
“FAMOUS PERSON”
“TO INCRESE YOUR RAPOO ON FACEBOOK BY MAGIC”
  you like my page…………
and become a famous only in 1 hours…….
I am not joking……..let’s try……………
★★★★★★★★★★★★★★",0
8,1108,That's amazing!,0
8,1109,http://english.ruvr.ru/news/2013_06_18/Ancient-pyramids-possibly-man-made-discovered-in-Antarctica-5371/,0
8,1110,Cool!,0
8,1111,stranger !!!,0
8,1112,Sandy Walter,0
8,1113,ANCIENT ALLEINS,0
8,1114,And here I'm watching that dang movie >=|,0
8,1115,Why not ...,0
8,1116,The predators are gonna be pissed off.,2
8,1117,"sounds a bit fake, besides Antarctica was covered by ice long before Humans arrived",1
8,1118,It's Predator!!,3
8,1119,There have been many ice ages and polar shifts....its pissible that was a desery millions bof years back,0
8,1120,that's a tent! covered with snow :3,0
8,1121,i think it was made by the ancient aliens!,1
8,1122,"we have seen the UFO, not to the elians.",1
8,1123,Damn god.. These people play wid ur mind. This myt b fake or true.. letz c.. anyhow itz interesting to even think bout such thingz....,0
8,1124,Is this a test of how stupid people are?,1
8,1125,alien vs predator!,1
8,1126,We're too busy by doing nothing.  So we're unable to copy and paste it for search,1
8,1127,In Bosnia aswell.,0
8,1128,"this can't be true,,!!!",0
8,1129,Sry...,1
8,1130,Oooooo,1
8,1131,Fake,1
8,1132,Damn !,0
8,1133,END OF THE WORLD,1
8,1134,Holy fuck this is true!!,0
8,1135,Never,0
8,1136,What if before the human evolution the climate of Antarctica or Arctic was warmer and human life was there?,2
8,1137,Phillip Chewy Whitfield,1
8,1138,sounds fake,0
8,1139,"Lol people are like its fake haha wtf do you mean people, the whole fuckin like contient is covered in glaciers all of which are covered in ice yall are ignorgant, if yall think we smartest planet in the whole eons. Thats fucking retarded aliens are just laughing at you now 0.o",1
8,1140,there in  eygpt it just snowed there!!,0
8,1141,It's a peak in antarctica!!,0
8,1142,Any updates ?,0
8,1143,Fiona Crack-Bowerman,0
8,1144,Now it is showtime! Woohoo. I am excited to find out!,0
8,1145,Yeah now tell me humans made them! Pffft we aren't that smart!,0
8,1146,Old news. This is not fake either.,0
8,1147,the first moubd luks like a wind-eroded mountain,0
8,1148,They are  Sri Yantras proved scientifically,0
8,1149,Daniel Start,0
8,1150,Photoshop!,0
8,1151,Wow! is that real?,0
8,1152,When did they find this?,0
8,1153,Woahh,0
8,1154,i surely bet these are not man made because if they....they've been transformed into another shape till now,0
9,1155,Read more: https://trib.al/wgraClX,1
9,1156,That's enough internet for today,15
9,1157,That plaster of Paris almost looks real lol,22
9,1158,9th grade art class...,3
9,1159,No five finger discount for him,0
9,1160,Kinda looks like a munk that's done self mummification or a sculpture of one.,0
9,1161,Where did they find this picture of me,1
9,1162,"The ""Cardiff Giant"" Was More Believable.",1
9,1163,"Sometimes - Men had 3 fingers,& one eyed.",0
9,1164,"Someone's art sculpture got discovered near the monolith... WOW, now that's something!",1
9,1165,Play dough,0
9,1166,Can't believe anything these days with A I,0
9,1167,Looks like something I made in pottery class!!!,0
9,1168,The comic The Daily Mail,0
9,1169,The scientific said the alien mummy was a toy ...,0
9,1170,You been cave diving again Rob Paton,0
9,1171,https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/966535590928013571?url=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2FlX2UkhLnMmS74uRduN%2Fgiphy.gif%3Fcid%3D120c0147vx5jkiyclbv7hpp20tux4mbvllgsmw0a63bikpqp%26rid%3Dgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s480x480_tt6&ccb=13-1&oh=06_Q399vmPyaRZ6TZdoOmE6mOUX3nNSnEOUC2YD1YkJA_Haccg&oe=679C2397&_nc_sid=c97757,0
9,1172,https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/28345301873528835?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FfKxP2yMfiOkAAAAd%2Fdancing-dancing-alien.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q39963wFuxLh6AEmiY_-qd9KGK7_z4Yna3vmWZnggbFmk9U&oe=679C3771&_nc_sid=867500,0
9,1173,"That Peter Dutton’s and GinaReinhart .
Love  child.",0
9,1174,Smiegel,1
9,1175,FKe,0
9,1176,This is man made aliens. Which never existed. God only created humans and animals and the whole universe. So just keep all these other things to yourself.,7
9,1177,Ffs. ...,0
9,1178,Looks like a piece of plastic that’s been in a mould !!!,1
9,1179,Oh I do better than that I usually give the two finger salute to people..!!..,0
9,1180,"Will believe it when only this guy confirms it 😂🤣

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/6372448600358713035?url=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjaXNlYzg5cmRmam5veHRyc3FqMzNpZTM5dWNpa2gwaHl2bmM2ZXo1MiZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2F3oEjI789af0AVurF60%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399_ewUy9taAvYdbGgwdikRPvLxnzbEUGep5NssPCHHHs4&oe=679C33A5&_nc_sid=867500",4
9,1181,"I'm unfollowing yall doing to much lately  I'm out

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/5221035288120466585?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FfaN2dKqRXF0AAAAC%2Fles-bbq-texas-in-every-way.gif%3Ft%3DAAYbrsWo-DQIWoWYRwqOHg%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s180x320_tt6&ccb=13-1&oh=06_Q3991vwHyGiq51HRMbTYbD4GqlRcer7_maYRYuSod2ihJMQ&oe=679C3556&_nc_sid=c97757",2
9,1182,What a load of nonsense,0
9,1183,Broke into someone’s cave got caught stealing the gummy bears and they chopped his fingers off,0
9,1184,Could only be 3 fingers because they ran out of Plaster...,0
9,1185,So basically where the human anatomy is already headed 💀👽,0
9,1186,"Some disabled people have less than 10 fingers, they are not aliens

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/16965061574680770614?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FgUrW6mnwVuQAAAAd%2Fits-a-fake-maggie-bell.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s640x640_tt6&ccb=13-1&oh=06_Q3994zDV80U37rjv2KCpW67sBefQH1TjOkxoooTebBlDTnc&oe=679C2106&_nc_sid=c97757",0
9,1187,If real (doubtful) they probably  have Apert syndrome.,1
9,1188,You’ll be happy they only have three fingers when they’re probing you!,0
9,1189,"Have heard of many tribes around the world with unique hand an foot mutations but never really seen mutations so perfectly formed, i guess this is all how evolution happens though, seems somewhat believable would be hard to fake a skull with an extra 30% capacity without signs of manipulation same with the hands an feet but still no evidence its not a mutated or defected human, i wanna hear about dna tests done on it, you know that guy who had his fingers nose an ears removed because he wants to be an alien? What would humans think of him if they found him wrapped up in a cave 1000 years from now? Especially if his dna is damaged an not can not be fully gathered",0
9,1190,It kind of looks like Joe Biden 🥴🥴🥴🤦🏽‍♂️,7
9,1191,Alright Kids you punked  me,0
9,1192,B.S. Laughable .,0
9,1193,If it's true why hasn't this hit the mainstream news?,1
9,1194,Doaa Hamed  الحوار ده تحديدا ليه تبيعات,0
9,1195,"another fake story .. like history 
or like idf is the most moral army",5
9,1196,"Maybe that's my dead body discovered in the past, after I time travel back in time to help Jesus in the future, get my fingers cut off for doing so, and tortured to a martyrs death and left in a cave...",0
9,1197,😂😂,0
9,1198,Hildre Talke,0
9,1199,Made in China,0
9,1200,"Is that like ""triple fried chips""",0
9,1201,I've got two fingers for this nonsense 😱🤡,0
9,1202,Humans didn’t used to look like aliens but they sure do now lol,1
9,1203,Lol fake news.,0
9,1204,Balestinian ?,0
9,1205,NOSENSE!!!,0
9,1206,Fake,0
9,1207,Lol the plaster juz broke,0
9,1208,"Yup, yup.",0
9,1209,Plaster of paris 🤣,0
9,1210,Ok 🤧,0
9,1211,You found MTG's relative.,0
9,1212,Lol...,0
9,1213,Rubbish,0
9,1214,Dumb cnts,0
